"plan_id","plan_name","ppd_id"
1494,"Currituck Law Enforcement Officers Separation Allowance",NULL
1495,"Durham Law Enforcement Officers Separation Allowance",NULL
1496,"Guilford Law Enforcement Officers Separation Allowance",NULL
1497,"Harnett Health System, Inc.",NULL
1498,"Johnston Enforcement Officers Separation Allowance",NULL
1499,"Lee Law Enforcement Officers Separation Allowance",NULL
1500,"New Hanover Law Enforcement Officers Separation Allowance",NULL
1501,"Pitt Law Enforcement Officers Separation Allowance",NULL
1502,"Rockingham Law Enforcement Officers Separation Allowance",NULL
1503,"Scotland Law Enforcement Officers Separation Allowance",NULL
1504,"Union Law Enforcement Officers Separation Allowance",NULL
1505,"Wake Law Enforcement Officers Separation Allowance",NULL
1506,"Watauga Law Enforcement Officers Separation Allowance",NULL
1507,"Wayne Law Enforcement Officers Separation Allowance",NULL
1508,"Kannapolis Law Enforcement Officers Separation Allowance",NULL
1509,"Morehead City Law Enforcement Officers Separation Allowance",NULL
1510,"Pine Knoll Shores Enforcement Officers Separation Allowance",NULL
1511,"River Bend Law Enforcement Officers Separation Allowance",NULL
1512,"Fayetteville Law Enforcement Officers Separation Allowance",NULL
1513,"Southern Shores Law Enforcement Officers Separation Allowance",NULL
1514,"Kitty Hawk Law Enforcement Officers Separation Allowance",NULL
1515,"Durham Law Enforcement Officers Separation Allowance",NULL
1516,"Winston-Salem City Employees Retirement System",NULL
1517,"Winston-Salem Law Enforcement Officers Separation Allowance",NULL
1518,"Greensboro Law Enforcement Officers Separation Allowance",NULL
1519,"Halifax Law Enforcement Officers Separation Allowance",NULL
1520,"Lillington Law Enforcement Officers Separation Allowance",NULL
1521,"Statesville Law Enforcement Officers Separation Allowance",NULL
1522,"Sanford Law Enforcement Officers Separation Allowance",NULL
1523,"Charlotte Firefighters Retirement System",182
1524,"Wilmington Law Enforcement Officers Separation Allowance",NULL
1525,"Wrightsville Beach Law Enforcement Officers Separation Allowance",NULL
1526,"Lumberton Fire Relief & Supplemental Retirement Fund",NULL
1527,"Lumberton Law Enforcement Officers Separation Allowance",NULL
1528,"Salisbury Law Enforcement Officers Separation Allowance",NULL
1529,"Mount Airy Law Enforcement Officers Separation Allowance",NULL
1530,"Mount Airy Supplemental Pension Fund",NULL
1531,"Apex Law Enforcement Officers Separation Allowance",NULL
1532,"Cary Law Enforcement Officers Separation Allowance",NULL
1533,"Raleigh Law Enforcement Officers Separation Allowance",NULL
1534,"Wilson Law Enforcement Officers Separation Allowance",NULL
1535,"Nash Health Car & Subs Supplemental Pension",NULL
1536,"North Dakota Public Employees Retirement System",81
1537,"North Dakota Highway Patrolmen’s Retirement System",NULL
1538,"North Dakota Retirement Plan for the Employees of Job Service",NULL
1539,"North Dakota Teachers' Fund for Retirement",82
1540,"Bismarck Firemen's Relief Association Retirement System",NULL
1541,"Bismarck City Employees Pension Systems",192
1542,"Bismarck Police Pension System",NULL
1543,"Fargo Employees Pension Fund",NULL
1544,"Fargo Police Pension System",NULL
1545,"Fargo Firemens Relief Association",NULL
1546,"Grand Forks City Pension Plan",NULL
1547,"Dickinson Police Retirement Plan",NULL
1548,"Dickinson Retirement Plan",NULL
1549,"Dickinson Volunteer Fire Department Retirement Fund",NULL
1550,"Retirement Plan of the City Of Jamestown",NULL
1551,"Minot City Employees Pension Fund",NULL
1552,"Fargo Housing and Redevelopment Authority Pension",NULL
1553,"Grand Forks Park District Pension Plan",NULL
1554,"Ohio Police and Fire Pension Fund",86
1555,"Ohio Public Employees Retirement System (OPERS) Traditional Defined Benefit Pension Plan",85
1556,"Ohio Public Employees Retirement System",NULL
1557,"Ohio School Employees Retirement System",87
1558,"Ohio School Employees Retirement System - Death Benefit",NULL
1559,"Ohio State Teachers Retirement System",88
1560,"Ohio Highway Patrolmen’s Retirement System",NULL
1561,"Cincinnati Employees Retirement System",160
1562,"Oklahoma Firefighters Pension and Retirement System",210
1563,"Oklahoma Wildlife Conservation Retirement System",NULL
1564,"Oklahoma Police Pension and Retirement System",134
1565,"Oklahoma Teachers Retirement System",90
1566,"Oklahoma Law Enforcement Retirement System",NULL
1567,"Oklahoma Public Employees Retirement System",89
1568,"Oklahoma Uniform Retirement of Justices and Judges",NULL
1569,"Oklahoma County Employees Retirement System",NULL
1570,"Tulsa County Retirement System",NULL
1571,"Norman City Employees Retirement System",NULL
1572,"Lawton Employees Retirement Fund",NULL
1573,"Employee Retirement System Of Enid",NULL
1574,"Ponca City Employees Retirement System",NULL
1575,"City Of Edmond Employees Retirement System",NULL
1576,"Oklahoma City Employees Retirement Fund",178
1577,"Stillwater City Defined Benefit Retiree Fund",NULL
1578,"Tulsa City Employees Retirement Fund",NULL
1579,"Pioneer Library System Pension Plan",NULL
1580,"Oregon Public Employees Retirement System",91
1581,"Oregon Public Service Retirement Plan",NULL
1582,"Jackson County Employees Retirement Plan 2",NULL
1583,"Jackson County Employees Retirement System 4",NULL
1584,"Klamath County Employees Pension Plan",NULL
1585,"Morrow County Employees Retirement Plan",NULL
1586,"Tillamook County Pension Plan",NULL
1587,"Seaside City Pension Plan",NULL
1588,"City Of Newport Employees Retiremen Plan",NULL
1589,"City Of Woodburn Employees Retirement Plan",NULL
1590,"Portland Fire and Police Disability Retirement Fund",157
1591,"City Of Forest Grove Retirement Plan",NULL
1592,"City Of Newberg Employees Retirement Plan",NULL
1593,"Lane Transit District & ATU Local 757 Pension",NULL
1594,"Lane Transit District Salaried Employees Retirement Plan",NULL
1595,"Central Lincoln Peoples Utility District Pension",NULL
1596,"Tri-County Metro Of Oregon Management Defined Benefit Plan",NULL
1597,"Tri-County Metro Of Oregon Bargaining Unit Defined Benefit Plan",NULL
1598,"Tualatin Hills Parks & Recreation District Pension",NULL
1599,"Pennsylvania Municipal Retirement System",136
1600,"Pennsylvania Public School Employees' Retirement System",92
1601,"Pennsylvania State Employees' Retirement System",93
1602,"Allegheny County Non Uniformed Retirement Plan",NULL
1603,"Butler Area Public Library Nonunif Pension",NULL
1604,"Cumberland County Retirement Fund",NULL
1605,"Dauphin County Employees Retirement Plan",NULL
1606,"Delaware County Employees Retirement System",NULL
1607,"Jefferson Conservation District General Pension",NULL
1608,"Eastern Pike Regular Police Department Police Pension",NULL
1609,"Snyder County Employees Retirement Fund",NULL
1610,"Washington County Employees Retirement System",NULL
1611,"Bethel Park Police Pension Fund",NULL
1612,"Monroeville Borough Police Pension Plan",NULL
1613,"Monroeville Borough Non-Uniform Employees' Pension Plan",NULL
1614,"Pittsburgh Policemen's Relief and Pension Fund",183
1615,"Pittsburgh Firefighters Pension Fund",224
1616,"Pittsburgh Municipal Pension Fund (Other City Employees)",196
1617,"Verona Borough Nonuniform Pension",NULL
1618,"Whitehall Borough Police Pension Plan",NULL
1619,"East Rochester Borough Nonuniform Pension",NULL
1620,"Kutztown Borough Nonuniform Pension",NULL
1621,"Reading Police Pension Fund",NULL
1622,"Reading Officers and Employees Retirement System",NULL
1623,"Reading Paid Firemen's Pension Fund",NULL
1624,"Altoona Police Pension Fund Association",NULL
1625,"Altoona City Non-Uniformed Employee Pension Plan",NULL
1626,"Martinsburg Borough Nonuniform Pension",NULL
1627,"Quakertown Borough Police Pension",NULL
1628,"Sellersville Borough Nonuniform Pension",NULL
1629,"Butler Police Relief and Pension Fund",NULL
1630,"Butler Fire Relief and Pension Fund",NULL
1631,"State College Borough Police Pension Plan",NULL
1632,"State College Borough Non-Uniformed Employee Pension Plan 1",NULL
1633,"West Chester Police Pension Fund",NULL
1634,"Meadville City Non-Uniformed Employee Pension Plan",NULL
1635,"Carlisle Borough Police Pension Plan",NULL
1636,"Harrisburg City Police Pension Plan #1",NULL
1637,"Harrisburg City Firemens Pension Plan #1",NULL
1638,"Penbrook Borough Police Pension",NULL
1639,"Chester City Paid Firemens Pension Fund",NULL
1640,"Chester Police Pension Commission",NULL
1641,"Prospect Park Borough Nonuniform Pension",NULL
1642,"Erie Police Relief and Pension Association",NULL
1643,"Erie Officers-Employees Retirement Fund",NULL
1644,"Erie Firemen's Pension Fund",NULL
1645,"Chambersburg Borough Non-Uniformed Employee Pension Plan",NULL
1646,"Scranton City Firemens Pension Plan",NULL
1647,"Scranton City Police Pension Plan",NULL
1648,"Columbia Borough Police Pension Plan",NULL
1649,"Lancaster Bureau of Policemen's Relief Fund",NULL
1650,"Lancaster Bureau of Firemen's Relief Fund",NULL
1651,"Allentown Police Pension Fund",NULL
1652,"Allentown Firemen's Pension Fund",NULL
1653,"Allentown Officers and Employees Retirement Fund",NULL
1654,"Allentown City Non-Uniform Employee Pension Plan 2",NULL
1655,"Larksville Borough Fire Pension",NULL
1656,"Wilkes Barre Police Pension Benefit Association",NULL
1657,"Wilkes Barre Employees Pension Fund",NULL
1658,"Wilkes Barre Firemen's Relief and Pension Fund",NULL
1659,"Wilkes Barre City Fire Pension Plan 2",NULL
1660,"Wilkes Barre City Police Pension Plan 2",NULL
1661,"Duboistown Borough Nonuniform Pension",NULL
1662,"Jersey Shore Borough Non-Uniformed Employee Pension Plan",NULL
1663,"Williamsport City Non-Uniformed Employee Pension Plan",NULL
1664,"Williamsport City Police Pension Plan",NULL
1665,"Williamsport City Firemens Pension Plan",NULL
1666,"Bradford City Non-Uniformed Employee Pension Plan",NULL
1667,"Mercer Borough Police Pension",NULL
1668,"Hermitage City Police Pension Plan",NULL
1669,"Lansdale Borough Police Pension Plan",NULL
1670,"Norristown Police Pension Fund",NULL
1671,"Pottstown Borough Police Pension Plan",NULL
1672,"Souderton Borough Police Pension",NULL
1673,"Bangor Borough Nonuniform Pension",NULL
1674,"Bethlehem Police Pension Fund",NULL
1675,"Bethlehem Firemen's Pension Fund",NULL
1676,"Bethlehem City Redevelopment Authority Nonuniform Pension",NULL
1677,"Easton City Police Pension Plan",NULL
1678,"Easton City Fire Pension Plan",NULL
1679,"Easton City Non-Uniform Employee Pension Plan 2",NULL
1680,"Bloomfield Borough Nonuniform Pension",NULL
1681,"Philadelphia City Non-Uniform Employee Pension Plan",152
1682,"Philadelphia City Fire Pension Plan",NULL
1683,"Philadelphia City Police Pension Plan",NULL
1684,"Philadelphia City Redevelopment Authority",NULL
1685,"Philadelphia Gas Works Nonuniform Pension",NULL
1686,"Selinsgrove Borough Police Pension",NULL
1687,"Shamokin Dam Borough Nonuniform Pension",NULL
1688,"Berlin Borough Nonuniform Pension 1",NULL
1689,"Franklin Police Pension Fund",NULL
1690,"Greensburg Police Retirement Fund",NULL
1691,"Greensburg City Nonuniform Pension",NULL
1692,"Hanover Borough Non-Uniformed Pension Fund",NULL
1693,"Southern York Police Comm Police Pension",NULL
1694,"Windsor Borough Police Pension",NULL
1695,"York Police Pension",NULL
1696,"York City Firemens Pension Plan",NULL
1697,"York City Non-Uniformed Employee Pension Plan",NULL
1698,"Collier Township Nonuniform Pension",NULL
1699,"Forward Township Municipal Authority Nonuniform Pension",NULL
1700,"Indiana Township Police Pension Plan",NULL
1701,"McCandless Township Police Pension Plan",NULL
1702,"Moon Township Police Pension Plan",NULL
1703,"Mt Lebanon Township Non-Uniformed Pension Fund",NULL
1704,"Mt Lebanon Township Police Pension Plan",NULL
1705,"Penn Hill Township Police Pension Plan",NULL
1706,"Ross Township Police Pension Plan",NULL
1707,"Shaler Township Police Pension Plan",NULL
1708,"Springdale Township Nonuniform Pension",NULL
1709,"Springdale Township Police Pension",NULL
1710,"Upper St. Clair Township Police Pension Fund",NULL
1711,"North Sewickley Township Police Pension",NULL
1712,"Greenfield Township Nonuniform Pension",NULL
1713,"Greenfield Township Police Pension",NULL
1714,"Bensalem Township Police Pension Plan",NULL
1715,"Bristol Township Police Pension Plan",NULL
1716,"Buckingham Township Police Pension",NULL
1717,"Falls Township Police Pension Fund",NULL
1718,"Middletown Township Police Pension Plan",NULL
1719,"Nockamixon Township Nonuniform Pension",NULL
1720,"Northampton Township Police Pension Plan",NULL
1721,"Upper Southampton Township Police Pension Plan",NULL
1722,"Warminister Township Police Pension Plan",NULL
1723,"Butler Township Police Pension Plan",NULL
1724,"East Marlborough Township Police Pension",NULL
1725,"Easttown Township Non Uniformed Pension Fund",NULL
1726,"Schuylkill Township Police Pension",NULL
1727,"Tredyffrin Township Police Pension Plan",NULL
1728,"West Sadsbury Township Police Pension",NULL
1729,"Boggs Township Nonuniform Pension",NULL
1730,"Hampden Township Police Pension Plan",NULL
1731,"Hampden Township Non-Uniformed Employee Pension Plan",NULL
1732,"Lower Paxton Police Pension Fund",NULL
1733,"Swatara Township Police Pension Plan",NULL
1734,"Wiconisco Township Nonuniform Pension",NULL
1735,"Wiconisco Township Police Pension",NULL
1736,"Haverford Township Non-Uniformed Employee Pension Plan",NULL
1737,"Haverford Township Police Pension Plan",NULL
1738,"Marple Township Police Pension Plan",NULL
1739,"Radnor Township Non-Uniformed Employee Pension Plan",NULL
1740,"Radnor Township Police Pension Plan",NULL
1741,"Ridley Township Police Pension Plan",NULL
1742,"Ridley Township Non-Uniform Employees' Pension Plan",NULL
1743,"Upper Darby Township Municipal Employees Pension",NULL
1744,"Upper Darby Township Firemens Pension Plan",NULL
1745,"Upper Darby Township Police Pension Plan",NULL
1746,"Millcreek Township Non-Uniformed Employee Pension Plan",NULL
1747,"Millcreek Township Police Pension Plan",NULL
1748,"West Wheatfield Township Nonunif Pension",NULL
1749,"East Lampeter Police Pension Fund",NULL
1750,"Manheim Township Police Pension Plan",NULL
1751,"Manheim Township Non-Uniformed Employee Pension Plan",NULL
1752,"Mount Joy Township Authority Nonuniform Pension",NULL
1753,"South Lebanon Township Non-Uniformed Employee Pension Plan",NULL
1754,"Whitehall Township Police Pension Plan",NULL
1755,"Abington Township Police Pension Fund",NULL
1756,"Cheltenham Township Police Pension Plan",NULL
1757,"Horsham Township Nonunif Pension",NULL
1758,"Lower Merion Township Police Pension Fund",NULL
1759,"Lower Merion Township Non-Uniformed Employee Pension Plan",NULL
1760,"Lower Moreland Police Pension Fund",NULL
1761,"Plymouth Police Pension Fund",NULL
1762,"Upper Dublin Township Police Pension Plan",NULL
1763,"Upper Merion Township Police Pension Plan",NULL
1764,"Upper Moreland Township Police Pension Fund",NULL
1765,"Whitemarsh Township Police Pension Plan",NULL
1766,"Washington Township Police Pension",NULL
1767,"West Brunswick Township Nonuniform Pension",NULL
1768,"Cross Creek Township Nonuniform Pension",NULL
1769,"Mount Pleasant Police Pension",NULL
1770,"Derry Township Nonuniform Pension",NULL
1771,"East Huntingdon Township Nonuniform Pension",NULL
1772,"Mt. Pleasant Township Nonuniform Pension",NULL
1773,"Northern York County Regular Police Pension",NULL
1774,"Manchester Township Fire Pension",NULL
1775,"York Area Regular Police Department Uniform Pension",NULL
1776,"Riverview Sanitary Authority Pension",NULL
1777,"Allegheny County Sanitary Authority Pension Plan 2",NULL
1778,"Allegheny Valley Joint Sewer Authority General Pension",NULL
1779,"Elizabeth Boro Municipal Authority Pension",NULL
1780,"Leetsdale Boro Municipal Authority Pension",NULL
1781,"Allegheny County Port Authority",NULL
1782,"Allegheny County Port Authority",NULL
1783,"Allegheny County Port Authority",NULL
1784,"South Fayette Township Municipal Authority General Pension",NULL
1785,"Manor Township Joint Municipal Authority Pension",NULL
1786,"Kiskiminetas Township Municipal Authority Pension",NULL
1787,"State College Borough Authority Pension Plan",NULL
1788,"Cumb-Dau-Hbg Transportation Authority Pension Plan",NULL
1789,"Brookville Municipal Authority Pension",NULL
1790,"Lancaster City Parking Authority General Pension",NULL
1791,"Lebanon City Authority Pension",NULL
1792,"Hazleton Public Transit Authority General Pension",NULL
1793,"Bradford Regular Airport Authority Pension",NULL
1794,"Sunbury City Municipal Authority Pension",NULL
1795,"Philadelphia City Housing Authority Pension Plan",NULL
1796,"Southeastern Pennsylvania Transit Authority",NULL
1797,"Southeastern Pennsylvania Transit Authority",NULL
1798,"Southeastern Pennsylvania Transit Authority",NULL
1799,"Peters Creek Sanitary Authority Pension",NULL
1800,"Seward-St Clair San Authority Pension Plan",NULL
1801,"Latrobe City Municipal Authority Pension Plan",NULL
1802,"Rhode Island Narragansett Bay Commission (NBC) Non-Union Defined Benefit Pension Plan",NULL
1803,"Rhode Island Employees Retirement System",95
1804,"Rhode Island Municipal Employees Retirement System",96
1805,"Rhode Island State Police Retirement Benefits Trust",NULL
1806,"Rhode Island Judicial Retirement Benefits Trust",NULL
1807,"Warwick Police and Fire Pension Plan I",NULL
1808,"Warwick Police Pension Plan II",NULL
1809,"Warwick Municipal Pension Plan",NULL
1810,"Warwick Fire Pension Plan II",NULL
1811,"Newport Police and Firemen's Pension Funds",NULL
1812,"Central Falls 1972+ Police & Fire Pension Fund",NULL
1813,"Cranston Police and Fire Employees Pension Fund",NULL
1814,"Pawtucket Post 1974 Police & Fire Pension",NULL
1815,"Providence Employees Retirement System",169
1816,"Woonsocket Police & Fire Pension",NULL
1817,"East Providence Firemen and Police Pension Fund",NULL
1818,"Bristol Police Pension",NULL
1819,"Coventry Police Officers Pension",NULL
1820,"Coventry School Employees Pension",NULL
1821,"Jamestown Police Pension",NULL
1822,"Middletown Town Employees (Pre 7/1/01) Pension",NULL
1823,"Portsmouth Municipal, Police & Fire Pension",NULL
1824,"Cumberland Police Pension",NULL
1825,"Johnston Fire (Pre 7/1/99) Pension",NULL
1826,"Lincoln Town Pension",NULL
1827,"Scituate Police Pension",NULL
1828,"Smithfield Fire Pension",NULL
1829,"Smithfield Police (Pre 7/1/99) Pension",NULL
1830,"Narragansett Police (Pre 7/1/78) Pension",NULL
1831,"Narragansett Town Employees Pension",NULL
1832,"Westerly Police Pension Fund",NULL
1833,"South Carolina Retirement System for Judges and Solicitors",NULL
1834,"South Carolina Retirement System For General Assembly",NULL
1835,"South Carolina Police Officers Retirement System",99
1836,"South Carolina Retirement Systems",100
1837,"Aiken Employees Retirement Plan",NULL
1838,"Greenville Firemen's Pension and Relief Fund",194
1839,"Spartanburg City Retirement Plan",NULL
1840,"Chester County Natural Gas Authority Defined Benefit Plan",NULL
1841,"Greenville Health System Pension Trust Plan",NULL
1842,"York County Natural Gas Authority Defined Benefit Plan",NULL
1843,"South Dakota Retirement System",101
1844,"South Dakota Department of Labor Employment Security Retirement Plan",NULL
1845,"Sioux Falls Employees Retirement System",185
1846,"Sioux Falls Firemen's Pension System",NULL
1847,"Tennessee Consolidated Retirement System, Teachers Pension Plan",110
1848,"Tennessee Consolidated Retirement System, Public Employee Retirement System",109
1849,"Chattanooga-Hamilton County Hospital Authority Pension",NULL
1850,"Employees Pension Fund Of Hamilton County",NULL
1851,"Hamilton County Teachers Pension Plan",NULL
1852,"Knox County Defined Benefit Plan",NULL
1853,"Knox County Teachers' Defined Benefit Plan",191
1854,"Knox County Unif Officers Pension Plan",NULL
1855,"West Tennessee Healthcare Pension Plan",NULL
1856,"Shelby County Employees Retirement System",NULL
1857,"Shelbyville City Retirement Plan",NULL
1858,"Alcoa Retirement System",NULL
1859,"Nashville-Davidson Metropolitan Employees Benefit Trust Fund",158
1860,"Nashville Electric Service Retirement Annuity and Survivors' Plan",NULL
1861,"Electric Power Board Of Chattanooga Retirement Plan",NULL
1862,"Chattanooga Fire and Police Pension Fund",NULL
1863,"Chattanooga Trustees General Pension Fund",NULL
1864,"Carta Defined Benefit Pension Plan",NULL
1865,"Knoxville City Employees Pension Fund",NULL
1866,"Knoxville Utilities Board Pension Plan",NULL
1867,"Town Of Jasper Employees Retirement Plan",NULL
1868,"Murfreesboro Electrict Dept Pension Plan",NULL
1869,"Town Of Collierville Defined Benefit Plan",NULL
1870,"City Of Germantown Defined Benefit Plan",NULL
1871,"Memphis Light, Gas and Water Retirement and Pension System",NULL
1872,"Memphis Employees Retirement System",NULL
1873,"Memphis Library Retirement System",NULL
1874,"Nashville Metropolitan Airport Authority Retirement Plan",NULL
1875,"Texas Employees Retirement System",105
1876,"Texas Emergency Services Retirement System",NULL
1877,"Texas Teacher Retirement System",108
1878,"Texas Municipal Retirement System",107
1879,"Texas County and District Retirement System",104
1880,"Texas Physicians Referral Service Retirement Benefit Plan",NULL
1881,"Texas Judicial Retirement System Plan 2",NULL
1882,"University Health System Employees Benefit Pension Plan",NULL
1883,"Dallas County Hospital District Retirement Income Plan",NULL
1884,"Harris County Hospital District Pension Plan",NULL
1885,"Beeville Fire Relief & Retirement Fund",NULL
1886,"San Antonio Firemen's and Policemen's Pension Fund",NULL
1887,"Bexar Metro Water District Retirement Pension Fund",NULL
1888,"San Antonio Water System Retirement Plan",NULL
1889,"Plano Retirement Security Plan",NULL
1890,"Dallas Employees Retirement Fund",201
1891,"Dallas Police and Fire Pension System",153
1892,"Dallas-Fort Worth Airport Board Retirement Plan",NULL
1893,"Dallas-Fort Worth Airport Board Dps Retirement Plan",NULL
1894,"Irving Supplemental Benefit Plan",NULL
1895,"Irving Firemens Relief and Retirement Fund",NULL
1896,"University Park Firemens Relief and Retirement Fund",NULL
1897,"Denton Firemens Relief and Retirement Fund",NULL
1898,"Odessa Firemen's Relief Retirement Fund",NULL
1899,"El Paso Police Pension Fund",NULL
1900,"El Paso Firemen's Pension Fund",NULL
1901,"El Paso Employees Pension Fund",NULL
1902,"Houston Police Officers Pension System",208
1903,"Houston Firemen's Relief and Retirement Fund",30
1904,"Houston Municipal Employees Pension System",204
1905,"Caddo Mills Volunteer Fire Relief & Retirement Fund",NULL
1906,"Kenedy Volunteer Fire Relief & Retirement",NULL
1907,"Boerne Firemen's Relief & Retirement Fund",NULL
1908,"Lubbock Firemen's Relief Retirement System",NULL
1909,"Midland Firemen's Relief Retirement System",NULL
1910,"Corpus Christi Fire Fighters Retirement System",NULL
1911,"Amarillo Firemen's Relief Retirement System",NULL
1912,"Winters Firemen's Relief & Retirement Fund",NULL
1913,"Fort Worth Employees Retirement Fund",NULL
1914,"Abilene Firemen's Relief Retirement System",NULL
1915,"Austin Employees Retirement System",12
1916,"Austin Firemen's Relief Retirement Fund",216
1917,"City of Austin Police Officers’ Retirement and Pension Fund",217
1918,"Canton Volunteer Fire Relief & Ret Fund",NULL
1919,"Laredo Firemen's Relief Retirement Fund",NULL
1920,"Wichita Falls Firemen's Pension System",NULL
1921,"North Texas Municipal Water District Retirement Plan",NULL
1922,"Port Of Houston Authority Retirement Plan",NULL
1923,"Northeast Medical Center Hospital Ret Plan",NULL
1924,"Lower Neches Valley Authority Define Beneift Pension Plan",NULL
1925,"Lower Colorado River Authority Retirement Plan and Trust",NULL
1926,"Capital MTA Retirement Plan For Administrative Employees",NULL
1927,"Travis County ESD 6 Fire Relief & Retirement Fund",NULL
1928,"Clear Creek ISD Sick Leave Conversion Plan",NULL
1929,"Aldine Isd Pars Sick Leave Conversion Plan",NULL
1930,"Cypress-Fairbanks Isd Pension Plan For Non-Trs Employees",NULL
1931,"Katy ISD Sick Leave Conversion Plan",NULL
1932,"Utah Retirement Systems, Contributory Retirement System",NULL
1933,"Utah Retirement Systems, Noncontributory Retirement System",112
1934,"Utah Retirement Systems, Firefighters Retirement System",NULL
1935,"Utah Retirement Systems, Public Safety Retirement System",135
1936,"Utah Retirement Systems, Judges Retirement System",NULL
1937,"Utah Retirement Systems, Utah Governors and Legislators Retirement Plan",NULL
1938,"Utah Retirement Systems, Tier 2 Public Employees Contributory Retirement System",NULL
1939,"Utah Retirement Systems, Tier 2 Public Safety and Firefighter Contributory Retirement System",NULL
1940,"Intermountain Power Agency Defined Benefit Plan",NULL
1941,"Utah Transit Authority Employees Retirement Plan",NULL
1942,"Vermont State Retirement System",113
1943,"Vermont State Teachers' Retirement System",114
1944,"Vermont Municipal Employees Retirement System",199
1945,"Burlington Employees Retirement System",187
1946,"City Of South Burlington Employees Pension Plan",NULL
1947,"City Of St. Albans Pension Plan",NULL
1948,"Rutland City Pension Plan",NULL
1949,"St. Johnsbury Town Pension Plan",NULL
1950,"Rockingham & Bellows Falls Employees' Pension",NULL
1951,"Windsor Town Pension Plan",NULL
1952,"Virginia Retirement System",115
1953,"Virginia State Police Officers’ Retirement System",NULL
1954,"Virginia Law Officers’ Retirement System",NULL
1955,"Virginia Judicial Retirement System",NULL
1956,"Arlington County Employees Retirement System",NULL
1957,"Chesterfield County Supplemental Retirement Plan (Primary)",NULL
1958,"Chesterfield County Supplemental Retirement System (School Board)",NULL
1959,"Fairfax County Uniformed Retirement System",218
1960,"Fairfax County Schools Retirement System",25
1961,"Fairfax County Employees' Retirement System",164
1962,"Fairfax County Police Officers Retirement System",214
1963,"Loudoun County Volunteer Fire & Rescue Retirement System",NULL
1964,"Prince William County Supplemental Retirement Plan",NULL
1965,"Alexandria City Fire & Police Pension-Defined Benefit Plan",NULL
1966,"Charlottesville Retirement Fund",NULL
1967,"Fairfax City Fire and Police Retirement Plan",NULL
1968,"Falls Church City Basic Pension Plan",NULL
1969,"Hampton Employees Retirement System",NULL
1970,"Newport News Employees Retirement Fund",NULL
1971,"Norfolk Employees Retirement System",NULL
1972,"Portsmouth Fire Police Retirement System",NULL
1973,"Richmond Supplemental Retirement System",NULL
1974,"Roanoke Employees Pension Plan",NULL
1975,"Metro Washington Airports General Employee Retirement Plan",NULL
1976,"Metro Washington Airports Police Officers and Firefighters Plan",NULL
1977,"Chesapeake Regional Medical Center Retirement Plan",NULL
1978,"Retirement Plan of the Transporation District Commission Of Hampton Roads",NULL
1979,"Washington School Employees Plan 2/3",120
1980,"Washington Public Employees’ Retirement System Plan 1 (Pre-1977)",NULL
1981,"Washington Public Employees’ Retirement System",119
1982,"Washington Teachers Retirement System Plan 1  (Pre-1977)",NULL
1983,"Washington Law Enforcement Officers’ and Firefighters Retirement System Plan 1  (Pre-1977)",NULL
1984,"Washington Public Employees’ Retirement System Plan 2 & 3",NULL
1985,"Washington Teachers Plan 2/3",122
1986,"Washington Public Safety Employees’ Retirement System",NULL
1987,"Washington Law Enforcement Officers and Firefighters Plan 2",117
1988,"Washington Volunteer Fire & Reserve Officer Relief & Pension",NULL
1989,"Wenatchee Firemen's Pension Fund",NULL
1990,"Vancouver Firemen's Pension Fund",NULL
1991,"Vancouver Police Officers Pension Fund",NULL
1992,"Longview Firemen's Pension Plan",NULL
1993,"Pasco Firemen's Pension Plan",NULL
1994,"Bellevue Firemen's Pension Plan",NULL
1995,"Kent Firemen's Relief and Pension System",NULL
1996,"Seattle City Employees Retirement System",156
1997,"Tacoma Employees Retirement System",NULL
1998,"Mt. Vernon Firemen's Pension Plan",NULL
1999,"Edmonds Firemen's Pension Plan",NULL
2000,"Everett Fire Pension Fund",NULL
"2001","Everett Police Pension Fund",NULL
"2002","Spokane City Employees Retirement System",NULL
"2003","Spokane Firemen's Pension System",NULL
"2004","Bellingham Fire Relief and Pension Fund",NULL
"2005","Port Of Seattle Warehousemens Pension Trust Fund",NULL
"2006","West Virginia Teachers’ Retirement System","124"
"2007","West Virginia Public Safety Death, Disability and Retirement Fund",NULL
"2008","West Virginia State Police Retirement System",NULL
"2009","West Virginia Deputy Sheriff Retirement System",NULL
"2010","West Virginia Judges’ Retirement System",NULL
"2011","West Virginia Emergency Medical Services Retirement System",NULL
"2012","West Virginia Municipal Police Officers and Firefighters Retirement System",NULL
"2013","West Virginia Public Employees Retirement System","123"
"2014","Martinsburg Police Pension Fund",NULL
"2015","Martinsburg Firemen Pension and Relief Fund",NULL
"2016","Huntington Police Pension Board",NULL
"2017","Huntington Firemen's Pension Relief Fund",NULL
"2018","Oak Hill Police Pension Fund",NULL
"2019","Chester Police Pension Fund",NULL
"2020","Weirton Firemen's Retirement Fund",NULL
"2021","Weirton Policemen's Releif Fund",NULL
"2022","Clarksburg Firemen's Pension Fund",NULL
"2023","Clarksburg Police Pension Fund",NULL
"2024","Charleston Firemen's Pension Relief Fund","189"
"2025","Charleston Police Pension Fund",NULL
"2026","Dunbar Police Pension Fund",NULL
"2027","Dunbar Firemen's Pension Fund",NULL
"2028","Nitro Police Pension Fund",NULL
"2029","Saint Albans Fire Pension Fund",NULL
